Name,Min,Cmp,PassAtt,Cmp%,PassTotDist,PassPrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,PassFinThird,PPA,CrsPA,PassProg,SCA,PassLiveShot,PassDeadShot,DribShot,ShLSh,Fld,DefShot,GCA,PassLiveGoal,PassDeadGoal,DribGoal,ShGoal,FldGoal,DefGoal,Tkl,TklW,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTackled,DribContest,DribTackled%,Past,Press,SuccPress,SuccPress%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlockSh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,TouchDef3rd,TouchMid3rd,TouchAtt3rd,AttPen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,ProgCarries,CarriesFinThird,CPA,Mis,Dis,Targ,Rec,Rec%,ProgPassRec,Gls,PK,PKatt,Sh,SoT,CrdY,CrdR,xG,npxG,rating21,Position,IsLowInvolvement
Sehrou Guirassy,1764.0,384.0,497.0,2100.1,5961.0,762.0,228.0,267.0,2329.6,95.0,130.0,1818.8,40.0,51.0,1530.0,1.0,3.1,26.0,24.0,6.0,0.0,27.0,56.0,40.0,0.0,6.0,3.0,7.0,0.0,5.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,215.0,47.0,527.8,9.0,95.0,111.0,14.0,7.0,0.0,7.0,5.0,10.0,14.0,0.0,760.0,18.0,38.0,431.0,327.0,115.0,731.0,27.0,43.0,1125.0,30.0,2.0,503.0,2252.0,793.0,52.0,17.0,9.0,54.0,43.0,1035.0,612.0,1539.6,203.0,10.0,1.0,1.0,53.0,24.0,3.0,0.0,7.8,7.1,74.0,Forward,False
Seko Fofana,2309.0,1072.0,1250.0,2525.3,18183.0,3248.0,539.0,610.0,2592.8,425.0,480.0,2598.7,92.0,121.0,2199.0,3.0,2.5,26.0,69.0,18.0,3.0,87.0,60.0,50.0,0.0,3.0,3.0,3.0,1.0,12.0,9.0,0.0,1.0,1.0,1.0,0.0,22.0,11.0,6.0,13.0,3.0,8.0,35.0,324.9,27.0,347.0,112.0,930.8,110.0,171.0,66.0,37.0,5.0,0.0,32.0,32.0,54.0,21.0,0.0,1528.0,31.0,257.0,990.0,431.0,60.0,1512.0,40.0,69.0,1446.8,45.0,3.0,1103.0,7088.0,3802.0,165.0,60.0,10.0,47.0,44.0,1378.0,1173.0,2546.8,147.0,2.0,0.0,0.0,40.0,12.0,2.0,0.0,2.9,2.9,76.0,Defender,False
Sekou Mara,229.0,38.0,67.0,502.7,567.0,128.0,19.0,30.0,518.2,16.0,25.0,601.3,1.0,3.0,100.0,2.0,0.4,2.0,1.0,1.0,0.0,3.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,1.0,6.0,50.0,5.0,67.0,12.0,94.9,8.0,38.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0,1.0,11.0,52.0,40.0,10.0,95.0,5.0,6.0,300.0,5.0,0.0,60.0,237.0,102.0,6.0,1.0,2.0,13.0,8.0,121.0,78.0,494.0,19.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.4,0.4,63.0,Low Involvement,True
Semi Ajayi,2780.0,705.0,948.0,2409.2,15527.0,6592.0,198.0,232.0,2680.9,364.0,445.0,2639.5,137.0,255.0,1625.5,0.0,0.2,5.0,67.0,4.0,0.0,64.0,14.0,11.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,58.0,42.0,44.0,12.0,2.0,18.0,36.0,1073.4,18.0,340.0,132.0,1214.3,221.0,102.0,17.0,62.0,35.0,3.0,27.0,41.0,99.0,148.0,3.0,1280.0,233.0,708.0,551.0,81.0,36.0,1221.0,12.0,18.0,700.0,13.0,1.0,611.0,3331.0,1762.0,29.0,10.0,0.0,11.0,13.0,691.0,627.0,2859.3,6.0,2.0,0.0,0.0,13.0,4.0,3.0,1.0,1.2000000000000002,1.2000000000000002,73.0,Defender,False
Senad Lulić,718.0,252.0,347.0,1164.7,4796.0,1549.0,112.0,132.0,1198.8,106.0,132.0,1269.6,33.0,69.0,759.9,0.0,0.7,4.0,15.0,8.0,4.0,23.0,12.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,9.0,6.0,4.0,6.0,12.0,350.0,6.0,112.0,30.0,405.3,36.0,48.0,28.0,13.0,3.0,0.0,10.0,8.0,27.0,14.0,0.0,427.0,17.0,113.0,187.0,155.0,25.0,389.0,10.0,15.0,466.7,10.0,0.0,257.0,1538.0,884.0,35.0,17.0,4.0,11.0,7.0,307.0,263.0,1370.8,26.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.3,0.3,78.0,Low Involvement,True
Senou Coulibaly,1934.0,813.0,980.0,1805.5,18439.0,6464.0,196.0,212.0,1981.2,428.0,475.0,1972.1,181.0,274.0,1351.2,0.0,0.0,0.0,44.0,0.0,0.0,38.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,22.0,26.0,5.0,1.0,8.0,25.0,516.7,17.0,218.0,64.0,678.2,135.0,72.0,11.0,35.0,12.0,0.0,23.0,40.0,72.0,114.0,1.0,1205.0,197.0,781.0,480.0,17.0,6.0,1178.0,8.0,9.0,650.0,8.0,0.0,694.0,3997.0,2235.0,39.0,0.0,0.0,4.0,5.0,797.0,772.0,2132.3,1.0,2.0,0.0,0.0,5.0,3.0,6.0,1.0,0.7,0.7,65.0,Midfielder,False
Serge Aurier,1605.0,769.0,954.0,1504.1,12616.0,5171.0,402.0,446.0,1680.2,297.0,373.0,1491.9,58.0,99.0,1139.1,3.0,1.9,12.0,29.0,20.0,6.0,61.0,34.0,23.0,0.0,4.0,3.0,1.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,73.0,38.0,45.0,23.0,5.0,21.0,51.0,736.2,30.0,384.0,112.0,567.2,210.0,126.0,48.0,43.0,6.0,0.0,37.0,24.0,97.0,52.0,2.0,1210.0,85.0,425.0,549.0,281.0,24.0,1053.0,18.0,35.0,805.0,19.0,0.0,680.0,2316.0,1214.0,57.0,16.0,3.0,13.0,20.0,764.0,680.0,1658.9,40.0,2.0,0.0,0.0,14.0,6.0,0.0,0.0,1.3,1.3,80.0,Defender,False
Serge Gnabry,1644.0,670.0,858.0,2117.3,11022.0,2472.0,341.0,404.0,2301.3,253.0,303.0,2216.0,54.0,94.0,1290.6,2.0,4.5,33.0,41.0,42.0,9.0,67.0,79.0,64.0,7.0,4.0,3.0,1.0,0.0,11.0,9.0,1.0,0.0,0.0,1.0,0.0,37.0,23.0,10.0,16.0,11.0,11.0,32.0,550.0,21.0,298.0,92.0,831.3,48.0,127.0,123.0,20.0,1.0,0.0,19.0,23.0,60.0,2.0,0.0,1110.0,9.0,85.0,474.0,636.0,142.0,1053.0,36.0,66.0,1236.7,37.0,3.0,817.0,4713.0,2776.0,163.0,45.0,35.0,47.0,29.0,1098.0,837.0,2078.0,177.0,10.0,0.0,0.0,59.0,27.0,4.0,0.0,7.9,7.9,85.0,Forward,False
Sergej Milinković-Savić,2746.0,1407.0,1802.0,2495.7,27319.0,7483.0,577.0,699.0,2639.8,578.0,683.0,2687.0,213.0,332.0,2091.6,9.0,6.0,41.0,138.0,66.0,16.0,161.0,81.0,68.0,1.0,1.0,4.0,3.0,4.0,16.0,14.0,0.0,0.0,0.0,1.0,1.0,74.0,46.0,25.0,33.0,16.0,30.0,91.0,848.2,61.0,526.0,147.0,929.3,157.0,246.0,123.0,57.0,13.0,1.0,44.0,37.0,111.0,52.0,0.0,2229.0,83.0,451.0,1199.0,726.0,99.0,2185.0,25.0,46.0,1333.3,29.0,3.0,1483.0,7633.0,3575.0,151.0,46.0,14.0,67.0,51.0,1996.0,1697.0,2713.2,160.0,8.0,0.0,0.0,64.0,21.0,4.0,0.0,5.9,5.9,85.0,Defender,False
Sergi Enrich,1404.0,357.0,463.0,2103.7,5289.0,781.0,212.0,263.0,2037.6,104.0,135.0,1786.8,25.0,34.0,1525.0,0.0,0.7000000000000001,13.0,23.0,8.0,2.0,26.0,32.0,21.0,0.0,0.0,8.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,22.0,15.0,6.0,7.0,9.0,7.0,21.0,466.7,14.0,321.0,105.0,875.7,27.0,153.0,141.0,15.0,0.0,0.0,15.0,11.0,33.0,8.0,0.0,640.0,11.0,38.0,286.0,333.0,96.0,618.0,12.0,19.0,833.4,14.0,1.0,319.0,1241.0,424.0,22.0,6.0,1.0,40.0,17.0,951.0,453.0,1322.6,130.0,3.0,0.0,1.0,42.0,12.0,1.0,0.0,5.7,4.9,77.0,Midfielder,False
Sergi García,16.0,5.0,8.0,157.1,115.0,0.0,1.0,3.0,33.3,3.0,4.0,166.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,33.3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,7.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,26.0,2.0,0.0,0.0,1.0,0.0,7.0,5.0,166.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,Low Involvement,True
Sergi Guardiola,1795.0,335.0,513.0,1870.1,5084.0,1046.0,216.0,302.0,2028.3,73.0,113.0,1757.9,32.0,53.0,1316.7,2.0,1.5,9.0,14.0,10.0,2.0,24.0,27.0,18.0,0.0,3.0,1.0,3.0,2.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,11.0,7.0,1.0,3.0,7.0,3.0,27.0,170.0,24.0,418.0,106.0,793.5,32.0,206.0,180.0,16.0,2.0,0.0,14.0,9.0,20.0,16.0,1.0,773.0,18.0,61.0,341.0,406.0,71.0,762.0,28.0,55.0,1108.4,31.0,2.0,506.0,2093.0,993.0,57.0,17.0,14.0,61.0,38.0,995.0,592.0,1851.8,143.0,1.0,1.0,2.0,34.0,8.0,5.0,0.0,5.2,3.6,77.0,Midfielder,False
Sergi Gómez,719.0,506.0,540.0,839.2,11057.0,2517.0,106.0,113.0,842.9,314.0,321.0,877.2,85.0,101.0,750.1,0.0,0.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,2.0,0.0,1.0,2.0,100.0,1.0,51.0,18.0,248.1,28.0,23.0,0.0,9.0,3.0,0.0,6.0,3.0,9.0,34.0,0.0,594.0,105.0,362.0,249.0,2.0,1.0,586.0,0.0,0.0,0.0,0.0,0.0,419.0,1707.0,781.0,12.0,0.0,0.0,0.0,0.0,480.0,475.0,890.5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,77.0,Low Involvement,True
Sergi Roberto,946.0,800.0,887.0,1368.6,12331.0,3382.0,436.0,467.0,1405.9,307.0,330.0,1407.6,42.0,56.0,937.0,2.0,2.0,13.0,53.0,18.0,2.0,44.0,18.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,5.0,4.0,3.0,7.0,14.0,500.0,7.0,87.0,22.0,377.3,29.0,33.0,25.0,25.0,7.0,0.0,18.0,8.0,20.0,13.0,0.0,966.0,42.0,224.0,466.0,336.0,26.0,890.0,8.0,9.0,600.0,8.0,0.0,677.0,2843.0,1517.0,71.0,23.0,4.0,6.0,4.0,790.0,733.0,1375.5,44.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.5,0.5,83.0,Midfielder,False
Sergio Agüero,559.0,143.0,170.0,907.3,1867.0,285.0,82.0,94.0,912.7,42.0,48.0,690.0,5.0,5.0,400.0,1.0,1.4,6.0,11.0,6.0,1.0,12.0,16.0,13.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,11.0,120.0,9.0,90.0,25.0,311.9,8.0,31.0,51.0,5.0,1.0,0.0,4.0,4.0,7.0,1.0,0.0,246.0,0.0,10.0,109.0,143.0,50.0,234.0,8.0,14.0,350.0,9.0,2.0,167.0,708.0,328.0,24.0,7.0,2.0,12.0,13.0,285.0,194.0,771.5,53.0,4.0,1.0,2.0,17.0,10.0,0.0,0.0,3.5,1.9,82.0,Low Involvement,True
Sergio Arribas,135.0,76.0,92.0,670.7,1168.0,317.0,38.0,43.0,595.3,29.0,34.0,587.5,4.0,5.0,266.7,0.0,0.0,1.0,3.0,4.0,1.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,6.0,111.7,9.0,7.0,4.0,1.0,0.0,0.0,1.0,3.0,5.0,3.0,0.0,106.0,4.0,19.0,53.0,41.0,2.0,104.0,5.0,6.0,300.0,5.0,0.0,89.0,444.0,239.0,14.0,3.0,1.0,0.0,3.0,99.0,82.0,640.3,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,62.0,Low Involvement,True
Sergio Benito,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,Low Involvement,True
Sergio Busquets,2517.0,2484.0,2715.0,3281.4,44162.0,11775.0,1104.0,1173.0,3373.5,1055.0,1124.0,3401.9,265.0,332.0,2726.4,5.0,3.5,30.0,293.0,33.0,0.0,218.0,68.0,61.0,2.0,0.0,0.0,3.0,2.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,26.0,33.0,11.0,25.0,66.0,1138.3,41.0,551.0,172.0,1134.4,140.0,302.0,109.0,43.0,3.0,0.0,40.0,39.0,109.0,25.0,2.0,2943.0,69.0,532.0,1926.0,618.0,14.0,2856.0,13.0,17.0,900.0,14.0,1.0,2017.0,6449.0,3296.0,144.0,46.0,2.0,18.0,12.0,2437.0,2343.0,3445.3,50.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,0.2,0.2,87.0,Defender,False
Sergio Canales,2498.0,1478.0,1745.0,2600.1,30106.0,5804.0,601.0,665.0,2775.8,560.0,632.0,2654.5,274.0,366.0,2312.1,6.0,5.0,61.0,111.0,46.0,11.0,115.0,107.0,80.0,16.0,4.0,5.0,2.0,0.0,13.0,9.0,2.0,1.0,1.0,0.0,0.0,17.0,11.0,5.0,10.0,2.0,3.0,26.0,233.3,23.0,289.0,94.0,985.6,83.0,141.0,65.0,26.0,0.0,0.0,26.0,14.0,31.0,12.0,0.0,1958.0,18.0,219.0,1128.0,777.0,74.0,1834.0,36.0,47.0,1716.7,37.0,2.0,1508.0,9241.0,4915.0,221.0,90.0,11.0,41.0,30.0,1785.0,1563.0,2702.2,126.0,8.0,2.0,3.0,45.0,11.0,4.0,0.0,5.4,3.0,82.0,Forward,False
Sergio Carreira,259.0,91.0,118.0,230.6,1559.0,556.0,40.0,51.0,237.3,46.0,53.0,263.9,4.0,10.0,120.0,0.0,0.0,0.0,3.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,0.0,3.0,4.0,166.7,1.0,39.0,15.0,126.7,17.0,19.0,3.0,7.0,0.0,0.0,7.0,1.0,6.0,6.0,0.0,144.0,9.0,53.0,70.0,34.0,3.0,121.0,1.0,2.0,100.0,1.0,0.0,69.0,393.0,205.0,11.0,6.0,0.0,2.0,0.0,97.0,84.0,261.8,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.4,0.4,76.0,Low Involvement,True
Sergio Cubero Ezcurra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Low Involvement,True
Sergio Córdova,1090.0,180.0,267.0,1461.4,2619.0,646.0,105.0,130.0,1740.2,52.0,80.0,1180.8,13.0,26.0,700.0,1.0,1.1,15.0,18.0,2.0,0.0,19.0,29.0,21.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,1.0,9.0,6.0,3.0,14.0,150.0,11.0,269.0,57.0,571.3,21.0,150.0,98.0,14.0,2.0,0.0,12.0,6.0,22.0,14.0,0.0,431.0,14.0,53.0,222.0,190.0,34.0,425.0,9.0,26.0,508.3,13.0,0.0,266.0,1280.0,610.0,27.0,13.0,3.0,28.0,32.0,487.0,283.0,1379.7,85.0,2.0,0.0,0.0,20.0,4.0,0.0,0.0,3.0,3.0,70.0,Midfielder,False
Sergio Escudero,565.0,342.0,407.0,752.4,5989.0,2168.0,163.0,175.0,840.3,146.0,163.0,808.2,26.0,55.0,351.4,0.0,0.4,7.0,21.0,12.0,4.0,23.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,5.0,6.0,1.0,5.0,9.0,266.7,4.0,88.0,24.0,233.5,28.0,39.0,21.0,9.0,2.0,0.0,7.0,7.0,19.0,13.0,0.0,459.0,18.0,135.0,235.0,117.0,9.0,397.0,2.0,4.0,100.0,2.0,0.0,278.0,1132.0,691.0,30.0,15.0,0.0,5.0,5.0,325.0,309.0,861.2,13.0,1.0,0.0,0.0,6.0,1.0,3.0,0.0,0.2,0.2,80.0,Low Involvement,True
Sergio González,90.0,20.0,29.0,69.0,382.0,77.0,9.0,13.0,69.2,6.0,7.0,85.7,4.0,8.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,18.0,4.0,22.2,3.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,40.0,0.0,15.0,22.0,6.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,17.0,57.0,37.0,1.0,1.0,0.0,2.0,3.0,25.0,22.0,88.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,Low Involvement,True
Sergio Gómez,792.0,318.0,440.0,2005.0,5467.0,1901.0,174.0,201.0,2457.7,110.0,131.0,1846.1,33.0,92.0,1011.9,1.0,1.2000000000000002,15.0,27.0,5.0,2.0,30.0,19.0,11.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,17.0,13.0,12.0,3.0,11.0,24.0,556.7,13.0,162.0,49.0,1064.8,58.0,68.0,36.0,16.0,0.0,0.0,16.0,18.0,46.0,4.0,0.0,558.0,15.0,130.0,255.0,217.0,11.0,485.0,15.0,26.0,1116.7,17.0,1.0,373.0,2000.0,1095.0,53.0,16.0,2.0,17.0,12.0,426.0,346.0,2283.9,27.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.5,0.5,68.0,Midfielder,False
Sergio León,748.0,97.0,137.0,1809.2,1361.0,199.0,60.0,73.0,1728.5,30.0,36.0,1400.0,5.0,14.0,366.6,0.0,0.3,6.0,6.0,3.0,0.0,9.0,17.0,9.0,0.0,5.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,3.0,1.0,7.0,100.0,6.0,133.0,33.0,679.9,14.0,58.0,61.0,5.0,0.0,0.0,5.0,4.0,11.0,4.0,0.0,239.0,4.0,26.0,114.0,113.0,36.0,231.0,8.0,16.0,700.0,9.0,0.0,141.0,495.0,253.0,12.0,6.0,3.0,30.0,13.0,339.0,157.0,1319.7,45.0,2.0,0.0,0.0,19.0,5.0,0.0,0.0,2.1,2.1,74.0,Low Involvement,True
Sergio Postigo,1623.0,705.0,825.0,1804.9,16002.0,6280.0,178.0,187.0,1900.0,361.0,387.0,2015.1,161.0,240.0,1454.7,0.0,0.0,1.0,58.0,2.0,0.0,53.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,17.0,4.0,1.0,8.0,21.0,466.7,13.0,144.0,42.0,546.5,91.0,47.0,6.0,33.0,10.0,0.0,23.0,39.0,61.0,120.0,1.0,1024.0,194.0,611.0,449.0,21.0,2.0,977.0,3.0,3.0,300.0,3.0,0.0,585.0,3427.0,2051.0,44.0,6.0,0.0,1.0,1.0,650.0,639.0,2172.4,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,75.0,Midfielder,False
Sergio Ramos,1275.0,1023.0,1114.0,1372.8,23732.0,7702.0,279.0,299.0,1378.6,489.0,513.0,1425.1,250.0,285.0,1328.1,0.0,0.2,4.0,106.0,2.0,1.0,61.0,9.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,12.0,10.0,8.0,2.0,6.0,14.0,416.6,8.0,97.0,39.0,590.3,47.0,38.0,12.0,18.0,5.0,1.0,13.0,16.0,36.0,46.0,1.0,1225.0,159.0,574.0,645.0,73.0,17.0,1194.0,5.0,6.0,450.0,5.0,0.0,815.0,4399.0,2501.0,52.0,6.0,0.0,2.0,2.0,960.0,929.0,1451.0,6.0,2.0,2.0,2.0,15.0,4.0,3.0,0.0,3.9,2.3000000000000003,89.0,Midfielder,False
Sergio Reguilón,2244.0,1076.0,1393.0,2038.1,18508.0,6530.0,525.0,591.0,2393.9,466.0,569.0,2109.7,72.0,172.0,1056.8,3.0,1.7,17.0,60.0,27.0,16.0,82.0,41.0,28.0,1.0,2.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,51.0,27.0,31.0,13.0,7.0,18.0,43.0,858.3,25.0,388.0,112.0,730.6,177.0,141.0,70.0,53.0,7.0,0.0,46.0,35.0,86.0,64.0,0.0,1689.0,87.0,501.0,780.0,505.0,55.0,1483.0,27.0,51.0,1091.6,32.0,4.0,1072.0,4643.0,2685.0,113.0,35.0,8.0,18.0,31.0,1150.0,1037.0,2419.5,78.0,0.0,0.0,0.0,21.0,4.0,5.0,0.0,1.7000000000000002,1.7000000000000002,74.0,Defender,False
Sergio Álvarez,1568.0,535.0,688.0,1791.0,10868.0,2311.0,187.0,222.0,1809.5,249.0,302.0,1951.5,87.0,134.0,1294.8,0.0,0.7,8.0,51.0,2.0,1.0,35.0,13.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,23.0,8.0,26.0,4.0,6.0,26.0,383.3,20.0,338.0,97.0,840.9,91.0,211.0,36.0,35.0,5.0,0.0,30.0,13.0,51.0,40.0,0.0,856.0,37.0,188.0,559.0,150.0,17.0,846.0,6.0,9.0,550.0,6.0,0.0,461.0,2312.0,797.0,41.0,12.0,2.0,11.0,13.0,498.0,472.0,2041.7,17.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,0.3,0.3,75.0,Midfielder,False
Shane Long,210.0,38.0,59.0,578.5,494.0,168.0,27.0,34.0,621.7,8.0,16.0,270.0,2.0,2.0,200.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,100.0,2.0,34.0,7.0,227.7,2.0,19.0,13.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,88.0,1.0,9.0,42.0,41.0,7.0,86.0,3.0,6.0,200.0,3.0,0.0,46.0,121.0,33.0,3.0,0.0,0.0,7.0,9.0,130.0,62.0,671.7,15.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,74.0,Low Involvement,True
Sheraldo Becker,1106.0,212.0,336.0,1157.0,3720.0,1172.0,103.0,139.0,1382.8,88.0,131.0,1128.5,17.0,45.0,711.8,3.0,3.5,19.0,10.0,18.0,14.0,23.0,37.0,28.0,0.0,3.0,3.0,3.0,0.0,9.0,7.0,0.0,1.0,0.0,1.0,0.0,8.0,7.0,3.0,3.0,2.0,3.0,5.0,250.0,2.0,129.0,39.0,518.5,22.0,62.0,45.0,10.0,0.0,0.0,10.0,5.0,13.0,5.0,0.0,463.0,7.0,71.0,191.0,240.0,55.0,457.0,12.0,21.0,615.0,13.0,1.0,298.0,2647.0,1754.0,79.0,23.0,27.0,25.0,22.0,536.0,310.0,1012.9,86.0,3.0,0.0,0.0,31.0,10.0,2.0,0.0,1.9,1.9,68.0,Low Involvement,True
Shinji Okazaki,1128.0,132.0,173.0,1908.5,1795.0,316.0,79.0,97.0,1880.3,41.0,54.0,1780.0,4.0,6.0,300.0,1.0,0.2,7.0,9.0,2.0,0.0,9.0,15.0,10.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,6.0,5.0,1.0,1.0,0.0,4.0,0.0,4.0,207.0,63.0,738.4,17.0,100.0,90.0,8.0,2.0,0.0,6.0,4.0,11.0,5.0,0.0,284.0,4.0,20.0,145.0,133.0,37.0,271.0,5.0,13.0,400.0,5.0,0.0,170.0,572.0,227.0,16.0,7.0,2.0,26.0,21.0,456.0,211.0,1208.3,69.0,1.0,0.0,0.0,19.0,4.0,1.0,0.0,2.1,2.1,72.0,Low Involvement,True
