Resolved_Position,Raw_Wikipedia_Position,Override_Flag,Position,Name,Min,Cmp,PassAtt,Cmp%,PassTotDist,PassPrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,PassFinThird,PPA,CrsPA,PassProg,SCA,PassLiveShot,PassDeadShot,DribShot,ShLSh,Fld,DefShot,GCA,PassLiveGoal,PassDeadGoal,DribGoal,ShGoal,FldGoal,DefGoal,Tkl,TklW,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTackled,DribContest,DribTackled%,Past,Press,SuccPress,SuccPress%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlockSh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,TouchDef3rd,TouchMid3rd,TouchAtt3rd,AttPen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,ProgCarries,CarriesFinThird,CPA,Mis,Dis,Targ,Rec,Rec%,ProgPassRec,Gls,PK,PKatt,Sh,SoT,CrdY,CrdR,xG,npxG,rating21,IsLowInvolvement,Def Score Z,Att Score Z,Final Position
Unknown,Unknown,False,Forward,David Ferreiro,2527.0,720.0,1096.0,2383.7,14629.0,4667.0,284.0,347.0,3071.7,282.0,384.0,2605.9,141.0,312.0,1615.4,4.0,5.5,71.0,58.0,44.0,19.0,85.0,106.0,61.0,33.0,5.0,2.0,5.0,0.0,11.0,8.0,2.0,0.0,1.0,0.0,0.0,30.0,14.0,15.0,9.0,6.0,6.0,44.0,216.7,38.0,491.0,107.0,707.2,121.0,244.0,126.0,44.0,1.0,0.0,43.0,18.0,48.0,11.0,0.0,1340.0,17.0,183.0,606.0,654.0,50.0,1180.0,41.0,63.0,1666.7,45.0,3.0,933.0,6194.0,3246.0,194.0,52.0,15.0,40.0,28.0,1122.0,854.0,2850.9,142.0,2.0,0.0,0.0,28.0,13.0,5.0,0.0,1.7000000000000002,1.7000000000000002,72.0,False,0.1314053630969941,1.3113147645344123,Forward
Unknown,Unknown,False,Defender,David García,3150.0,980.0,1298.0,2576.1,23323.0,9365.0,237.0,286.0,2834.6,508.0,602.0,2913.4,221.0,383.0,1965.0,0.0,0.2,4.0,89.0,2.0,0.0,105.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,29.0,21.0,18.0,2.0,17.0,30.0,910.0,13.0,302.0,129.0,1452.0,143.0,151.0,8.0,51.0,20.0,0.0,31.0,53.0,94.0,267.0,0.0,1712.0,211.0,831.0,920.0,47.0,28.0,1665.0,1.0,1.0,100.0,1.0,0.0,731.0,4163.0,1866.0,46.0,2.0,0.0,7.0,1.0,795.0,777.0,3415.2,4.0,1.0,0.0,0.0,14.0,1.0,8.0,0.0,1.4,1.4,76.0,False,1.43786821507726,0.4258256360374841,Defender
Unknown,Unknown,False,Midfielder,David Luiz,1396.0,807.0,965.0,1598.5,18737.0,5266.0,176.0,193.0,1700.1,442.0,474.0,1769.4,183.0,279.0,1209.7,0.0,0.4,2.0,66.0,8.0,0.0,61.0,10.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,7.0,8.0,0.0,5.0,7.0,500.0,2.0,95.0,37.0,655.6,51.0,39.0,5.0,23.0,11.0,0.0,12.0,12.0,27.0,67.0,0.0,1100.0,152.0,585.0,553.0,65.0,19.0,1067.0,2.0,4.0,150.0,2.0,0.0,738.0,5310.0,3380.0,80.0,19.0,2.0,2.0,1.0,841.0,824.0,1920.2,1.0,1.0,0.0,0.0,15.0,2.0,1.0,1.0,0.8,0.8,80.0,False,-0.1605030690276869,-0.0172762684565399,Midfielder
Unknown,Unknown,False,Forward,David McGoldrick,2397.0,699.0,938.0,2576.8,11570.0,2027.0,371.0,463.0,2753.3,255.0,336.0,2644.0,62.0,95.0,2289.3,1.0,1.3,15.0,48.0,24.0,3.0,68.0,51.0,31.0,1.0,7.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,6.0,16.0,8.0,9.0,34.0,503.3,25.0,430.0,105.0,879.8,69.0,188.0,173.0,36.0,4.0,0.0,32.0,12.0,42.0,29.0,0.0,1315.0,37.0,125.0,563.0,711.0,101.0,1284.0,45.0,79.0,1468.3,53.0,5.0,844.0,3883.0,1619.0,94.0,37.0,14.0,65.0,53.0,1520.0,997.0,2309.0,184.0,8.0,0.0,0.0,74.0,24.0,7.0,0.0,6.8,6.8,74.0,False,0.4407959811415729,0.861066055129195,Forward
Unknown,Unknown,False,Low Involvement,David Pereira da Costa,158.0,45.0,60.0,502.1,878.0,198.0,13.0,18.0,388.1,24.0,25.0,566.7,5.0,11.0,185.0,1.0,0.1,3.0,5.0,2.0,0.0,6.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,4.0,0.0,4.0,4.0,300.0,0.0,30.0,13.0,320.9,10.0,16.0,4.0,3.0,0.0,0.0,3.0,0.0,6.0,2.0,0.0,80.0,2.0,15.0,40.0,33.0,5.0,78.0,3.0,5.0,116.7,4.0,0.0,56.0,297.0,147.0,9.0,2.0,1.0,2.0,2.0,64.0,54.0,575.8,7.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.7999999999999999,0.7999999999999999,78.0,True,-0.7907432168962737,-0.9699453631186916,Midfielder
Unknown,Unknown,False,Midfielder,David Silva,1399.0,728.0,872.0,1698.0,12809.0,3280.0,355.0,404.0,1767.3,268.0,313.0,1807.7,94.0,119.0,1471.1,5.0,3.9,29.0,79.0,50.0,1.0,102.0,64.0,48.0,5.0,6.0,3.0,2.0,0.0,12.0,10.0,0.0,2.0,0.0,0.0,0.0,19.0,14.0,2.0,14.0,3.0,3.0,15.0,233.3,12.0,218.0,68.0,653.2,26.0,121.0,71.0,19.0,1.0,0.0,18.0,19.0,38.0,6.0,0.0,1016.0,13.0,84.0,585.0,405.0,56.0,982.0,26.0,44.0,928.0,29.0,1.0,753.0,4003.0,1990.0,105.0,34.0,7.0,15.0,19.0,895.0,783.0,1813.0,90.0,2.0,0.0,0.0,20.0,3.0,4.0,0.0,2.8,2.8,86.0,False,-0.4186224023155907,1.0869050903229232,Forward
Unknown,Unknown,False,Midfielder,David Timor,1395.0,390.0,603.0,1809.4,9679.0,3496.0,138.0,175.0,2073.6,135.0,194.0,1826.0,109.0,217.0,1252.5,0.0,0.8,12.0,65.0,4.0,2.0,58.0,19.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,4.0,9.0,2.0,8.0,18.0,700.0,10.0,118.0,37.0,767.9,36.0,62.0,20.0,11.0,3.0,1.0,8.0,13.0,28.0,90.0,0.0,757.0,52.0,200.0,427.0,154.0,5.0,677.0,2.0,3.0,200.0,2.0,0.0,304.0,1623.0,797.0,41.0,7.0,1.0,4.0,3.0,357.0,338.0,2753.5,6.0,0.0,0.0,0.0,18.0,5.0,5.0,1.0,0.3,0.3,72.0,False,0.1891406493702702,0.0356100878862952,Defender
Unknown,Unknown,False,Midfielder,Davide Biraschi,915.0,410.0,524.0,1003.1,8020.0,2793.0,135.0,154.0,1137.0,221.0,260.0,1115.8,47.0,93.0,565.2,0.0,0.1,1.0,33.0,5.0,1.0,38.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,12.0,4.0,1.0,3.0,11.0,250.0,8.0,169.0,45.0,299.3,98.0,58.0,13.0,18.0,6.0,0.0,12.0,16.0,33.0,28.0,0.0,624.0,46.0,259.0,327.0,69.0,4.0,561.0,3.0,9.0,90.0,3.0,0.0,400.0,1624.0,926.0,26.0,4.0,1.0,9.0,7.0,399.0,391.0,1267.4,11.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.1,0.1,72.0,False,-0.4675431410662292,-0.5725830100563087,Midfielder
Unknown,Unknown,False,Defender,Davide Calabria,2647.0,1396.0,1785.0,2485.9,26433.0,10745.0,583.0,640.0,2903.6,594.0,725.0,2603.4,189.0,353.0,1782.2,1.0,1.7,20.0,152.0,37.0,13.0,176.0,47.0,40.0,4.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,93.0,50.0,59.0,26.0,8.0,43.0,91.0,1304.0,48.0,524.0,173.0,1114.4,249.0,216.0,59.0,65.0,7.0,0.0,58.0,27.0,120.0,83.0,1.0,2118.0,122.0,705.0,1107.0,447.0,37.0,1878.0,17.0,37.0,998.3,17.0,3.0,1282.0,6548.0,3949.0,152.0,48.0,5.0,20.0,15.0,1372.0,1283.0,2990.7,61.0,2.0,0.0,0.0,24.0,7.0,7.0,0.0,1.1,1.1,76.0,False,2.426566628866442,2.0045548409202243,Forward
Unknown,Unknown,False,Defender,Davide Faraoni,2891.0,1076.0,1492.0,2452.9,21123.0,9090.0,410.0,495.0,2813.8,491.0,642.0,2597.3,160.0,296.0,1791.7,7.0,3.8,23.0,99.0,37.0,8.0,147.0,42.0,33.0,1.0,4.0,1.0,3.0,0.0,9.0,7.0,1.0,1.0,0.0,0.0,0.0,71.0,37.0,44.0,20.0,7.0,29.0,69.0,1102.5,40.0,393.0,103.0,842.1,180.0,134.0,79.0,78.0,17.0,0.0,61.0,56.0,127.0,93.0,1.0,1898.0,149.0,582.0,860.0,525.0,75.0,1632.0,23.0,59.0,1026.6,27.0,1.0,1015.0,3866.0,1838.0,85.0,22.0,5.0,26.0,16.0,1199.0,1018.0,2883.6,66.0,4.0,0.0,0.0,36.0,9.0,8.0,0.0,4.0,4.0,74.0,False,1.9072428706577111,1.6464999148694084,Forward
Unknown,Unknown,False,Low Involvement,Davide Santon,586.0,256.0,295.0,835.2,4739.0,1231.0,89.0,94.0,922.6,144.0,156.0,879.3,19.0,37.0,428.3,1.0,0.7999999999999999,5.0,7.0,7.0,3.0,15.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,3.0,1.0,5.0,10.0,233.3,5.0,81.0,18.0,212.7,32.0,41.0,8.0,15.0,1.0,0.0,14.0,6.0,14.0,11.0,0.0,357.0,14.0,102.0,163.0,119.0,14.0,309.0,6.0,8.0,350.0,7.0,0.0,226.0,1551.0,822.0,43.0,11.0,4.0,5.0,2.0,239.0,224.0,945.1,9.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.1,0.1,75.0,True,-0.7300697481154517,-0.8248652234214547,Midfielder
Unknown,Unknown,False,Midfielder,Davide Zappacosta,2045.0,876.0,1093.0,1981.7,14391.0,4499.0,459.0,507.0,2257.2,341.0,415.0,2002.9,63.0,119.0,1129.8,2.0,1.3,12.0,23.0,20.0,10.0,52.0,43.0,25.0,2.0,7.0,7.0,1.0,1.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,35.0,19.0,18.0,12.0,5.0,14.0,27.0,700.0,13.0,367.0,87.0,516.1,140.0,143.0,84.0,24.0,2.0,0.0,22.0,16.0,51.0,44.0,0.0,1369.0,60.0,346.0,578.0,563.0,75.0,1155.0,30.0,73.0,1210.0,31.0,4.0,911.0,5575.0,3252.0,153.0,40.0,28.0,33.0,36.0,1021.0,865.0,2109.2,80.0,4.0,0.0,0.0,43.0,13.0,3.0,0.0,2.6,2.6,78.0,False,0.6592498505776077,0.2221416960684568,Defender
Unknown,Unknown,False,Low Involvement,Davie Selke,813.0,131.0,223.0,1301.7,1849.0,424.0,79.0,122.0,1398.5,40.0,70.0,1097.8,6.0,12.0,400.0,1.0,0.6,7.0,6.0,4.0,0.0,13.0,20.0,15.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,5.0,100.0,4.0,183.0,48.0,705.6,15.0,82.0,86.0,5.0,1.0,0.0,4.0,2.0,5.0,6.0,0.0,340.0,6.0,34.0,147.0,172.0,58.0,325.0,4.0,11.0,350.0,5.0,0.0,161.0,671.0,325.0,14.0,4.0,2.0,23.0,21.0,508.0,251.0,1149.6,73.0,3.0,1.0,1.0,27.0,12.0,4.0,0.0,3.6,2.8,73.0,True,-0.8627286883311471,-0.5532866367960851,Midfielder
Unknown,Unknown,False,Midfielder,Davinson Sánchez,1486.0,849.0,977.0,1454.7,18273.0,4714.0,228.0,250.0,1538.2,468.0,505.0,1573.1,146.0,204.0,1170.0,0.0,0.0,0.0,20.0,1.0,0.0,29.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,31.0,9.0,0.0,19.0,30.0,850.0,11.0,155.0,49.0,594.7,104.0,44.0,7.0,19.0,12.0,0.0,7.0,14.0,54.0,123.0,0.0,1176.0,190.0,699.0,521.0,14.0,6.0,1153.0,0.0,0.0,0.0,0.0,0.0,747.0,3501.0,1598.0,36.0,3.0,0.0,2.0,4.0,808.0,796.0,1673.7,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.1,1.1,81.0,False,0.7062607706983414,-0.7233805936825008,Defender
Unknown,Unknown,False,Low Involvement,Davy Klaassen,222.0,44.0,64.0,205.9,684.0,215.0,19.0,26.0,214.9,23.0,28.0,244.6,1.0,6.0,50.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,59.0,20.0,94.4,9.0,35.0,15.0,9.0,1.0,0.0,8.0,2.0,5.0,0.0,0.0,92.0,4.0,14.0,53.0,29.0,2.0,90.0,1.0,3.0,50.0,1.0,0.0,41.0,139.0,56.0,5.0,1.0,0.0,5.0,2.0,51.0,43.0,250.9,10.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.1,0.1,77.0,True,-1.1947433116838293,-1.037840009775034,Midfielder
Unknown,Unknown,False,Low Involvement,Davy Pröpper,213.0,73.0,96.0,467.3,1416.0,432.0,25.0,33.0,473.3,39.0,48.0,492.9,8.0,11.0,366.7,0.0,0.0,0.0,7.0,5.0,1.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,7.0,0.0,2.0,5.0,150.0,3.0,30.0,13.0,249.2,13.0,15.0,2.0,2.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,116.0,2.0,15.0,74.0,35.0,4.0,116.0,0.0,0.0,0.0,0.0,0.0,65.0,378.0,187.0,8.0,6.0,0.0,2.0,7.0,108.0,92.0,626.4,9.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.1,0.1,76.0,True,-1.0081687224546672,-0.9163443262847368,Midfielder
Unknown,Unknown,False,Defender,Dayot Upamecano,2330.0,1953.0,2192.0,2553.1,45093.0,13305.0,438.0,490.0,2589.5,1081.0,1164.0,2673.1,420.0,511.0,2298.5,0.0,0.7999999999999999,8.0,153.0,6.0,0.0,123.0,24.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,31.0,30.0,20.0,1.0,14.0,26.0,800.0,12.0,286.0,114.0,1131.6,130.0,143.0,13.0,40.0,14.0,0.0,26.0,37.0,88.0,95.0,0.0,2438.0,242.0,1059.0,1460.0,87.0,27.0,2395.0,10.0,16.0,766.7,10.0,0.0,1795.0,11177.0,5687.0,147.0,18.0,1.0,13.0,10.0,1798.0,1767.0,2848.7,10.0,1.0,0.0,0.0,12.0,6.0,6.0,0.0,1.0,1.0,79.0,False,0.9574753750935122,1.0890491317962814,Forward
Unknown,Unknown,False,Low Involvement,DeAndre Yedlin,436.0,111.0,172.0,367.1,1760.0,809.0,61.0,76.0,406.7,36.0,55.0,293.3,11.0,31.0,187.7,0.0,0.0,3.0,5.0,6.0,1.0,13.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,10.0,0.0,0.0,4.0,12.0,170.0,8.0,65.0,20.0,178.1,37.0,17.0,11.0,9.0,1.0,0.0,8.0,3.0,13.0,19.0,0.0,222.0,16.0,77.0,79.0,73.0,5.0,192.0,1.0,2.0,100.0,1.0,0.0,101.0,360.0,246.0,16.0,6.0,1.0,3.0,1.0,141.0,116.0,517.3,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,76.0,True,-0.8480377757934179,-0.9320672970893638,Midfielder
Unknown,Unknown,False,Defender,Declan Rice,2879.0,1298.0,1506.0,2748.7,25003.0,6065.0,525.0,580.0,2893.6,567.0,628.0,2879.9,192.0,261.0,2299.3,1.0,1.9,19.0,113.0,21.0,9.0,94.0,49.0,41.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,77.0,53.0,45.0,31.0,1.0,24.0,55.0,1241.6,31.0,495.0,149.0,1001.5,212.0,246.0,37.0,54.0,13.0,0.0,41.0,68.0,145.0,46.0,1.0,1800.0,99.0,508.0,1125.0,327.0,40.0,1776.0,33.0,37.0,1941.7,33.0,0.0,1197.0,8223.0,4320.0,165.0,59.0,7.0,24.0,21.0,1271.0,1186.0,2977.9,36.0,2.0,1.0,2.0,24.0,7.0,2.0,0.0,3.0,1.5,79.0,False,2.1791716617310803,1.014722360719864,Forward
Unknown,Unknown,False,Midfielder,Dedryck Boyata,1545.0,909.0,1023.0,1674.6,22766.0,4609.0,124.0,144.0,1544.6,532.0,562.0,1790.5,250.0,302.0,1544.8,0.0,0.6,5.0,33.0,2.0,0.0,32.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,10.0,6.0,1.0,4.0,12.0,300.0,8.0,88.0,28.0,598.9,59.0,29.0,0.0,37.0,22.0,2.0,15.0,16.0,33.0,81.0,2.0,1179.0,162.0,717.0,512.0,25.0,17.0,1160.0,2.0,3.0,200.0,2.0,1.0,774.0,4449.0,2271.0,31.0,2.0,0.0,0.0,1.0,862.0,845.0,1850.2,5.0,1.0,0.0,0.0,10.0,1.0,3.0,0.0,0.6000000000000001,0.6000000000000001,77.0,False,-0.3720522095709888,-0.5332755830447421,Midfielder
Unknown,Unknown,False,Forward,Dejan Kulusevski,1923.0,612.0,785.0,2699.1,9660.0,2558.0,320.0,380.0,2907.8,218.0,270.0,2693.1,49.0,76.0,1613.6,3.0,6.4,52.0,34.0,37.0,11.0,73.0,94.0,72.0,5.0,6.0,7.0,2.0,2.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,33.0,25.0,10.0,13.0,10.0,12.0,38.0,741.7,26.0,441.0,116.0,1019.7,111.0,190.0,140.0,28.0,0.0,0.0,28.0,12.0,45.0,1.0,0.0,1047.0,7.0,126.0,450.0,565.0,143.0,1024.0,35.0,64.0,1610.4,36.0,2.0,831.0,5630.0,3587.0,176.0,53.0,42.0,46.0,59.0,1048.0,792.0,2616.5,166.0,4.0,0.0,0.0,34.0,7.0,7.0,0.0,3.1,3.1,77.0,False,0.779274606010856,0.8088943792774788,Forward
Unknown,Unknown,False,Low Involvement,Dele Alli,620.0,270.0,337.0,1014.9,4654.0,1070.0,124.0,145.0,1013.4,116.0,132.0,1138.9,26.0,39.0,936.1,1.0,0.7,8.0,17.0,9.0,1.0,27.0,22.0,18.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,20.0,15.0,9.0,8.0,3.0,7.0,18.0,275.0,11.0,218.0,58.0,439.9,44.0,98.0,76.0,13.0,1.0,0.0,12.0,10.0,30.0,4.0,0.0,437.0,11.0,73.0,257.0,143.0,23.0,419.0,10.0,22.0,453.4,12.0,3.0,301.0,1499.0,732.0,33.0,16.0,4.0,9.0,18.0,400.0,302.0,1012.9,43.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,1.4,1.4,83.0,True,-0.388212213362491,-0.5354196245181003,Midfielder
Unknown,Unknown,False,Low Involvement,Demarai Gray,461.0,127.0,190.0,739.4,2304.0,473.0,65.0,78.0,882.0,45.0,62.0,737.9,15.0,39.0,380.8,2.0,0.9,8.0,8.0,6.0,2.0,15.0,16.0,10.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,1.0,1.0,0.0,3.0,0.0,3.0,46.0,16.0,391.3,9.0,16.0,21.0,1.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,260.0,3.0,28.0,96.0,158.0,37.0,239.0,13.0,21.0,516.7,14.0,2.0,201.0,1308.0,755.0,41.0,11.0,13.0,12.0,11.0,228.0,185.0,898.4,33.0,1.0,0.0,0.0,16.0,7.0,0.0,0.0,1.2,1.2,75.0,True,-1.213841497982877,-0.644051059168248,Midfielder
Unknown,Unknown,False,Forward,Denis Bouanga,2720.0,535.0,802.0,2338.5,8579.0,2402.0,313.0,398.0,2771.5,153.0,238.0,2240.5,50.0,116.0,1546.6,4.0,3.5,24.0,32.0,17.0,6.0,57.0,83.0,42.0,2.0,21.0,8.0,5.0,5.0,13.0,8.0,0.0,2.0,1.0,1.0,1.0,63.0,43.0,25.0,25.0,13.0,7.0,58.0,336.6,51.0,668.0,174.0,951.0,141.0,297.0,230.0,49.0,8.0,0.0,41.0,22.0,85.0,36.0,1.0,1371.0,47.0,225.0,654.0,600.0,191.0,1313.0,67.0,150.0,1428.6,76.0,6.0,883.0,4836.0,3170.0,144.0,47.0,33.0,104.0,75.0,1533.0,934.0,2181.0,215.0,7.0,3.0,4.0,97.0,35.0,7.0,0.0,12.3,9.1,77.0,False,0.8422986207977144,1.1683786663105338,Forward
Unknown,Unknown,False,Midfielder,Denis Cheryshev,1101.0,209.0,338.0,1263.0,3793.0,1255.0,100.0,127.0,1603.3,82.0,134.0,1318.5,25.0,50.0,966.6,3.0,2.4,15.0,20.0,15.0,6.0,36.0,26.0,19.0,1.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,6.0,9.0,8.0,5.0,25.0,173.3,20.0,234.0,51.0,439.3,68.0,103.0,63.0,21.0,1.0,0.0,20.0,7.0,30.0,15.0,0.0,485.0,15.0,78.0,212.0,233.0,49.0,476.0,8.0,19.0,466.6,11.0,0.0,293.0,1636.0,1015.0,59.0,22.0,7.0,22.0,14.0,463.0,327.0,1488.8,89.0,0.0,0.0,0.0,21.0,5.0,3.0,0.0,1.4,1.4,77.0,False,-0.4597569574212327,-0.2159574449877314,Midfielder
Unknown,Unknown,False,Low Involvement,Denis Drăguș,177.0,53.0,71.0,636.7,762.0,208.0,29.0,38.0,649.7,16.0,20.0,531.4,4.0,7.0,166.7,0.0,0.0,0.0,4.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,5.0,0.0,5.0,47.0,13.0,195.9,9.0,19.0,19.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,107.0,0.0,8.0,51.0,57.0,4.0,106.0,6.0,8.0,350.0,7.0,1.0,83.0,401.0,156.0,7.0,5.0,0.0,12.0,8.0,114.0,82.0,663.6,21.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,66.0,True,-1.2241251367592878,-1.010682151112497,Midfielder
Unknown,Unknown,False,Low Involvement,Denis Odoi,270.0,153.0,185.0,248.0,3165.0,1036.0,54.0,60.0,274.6,72.0,82.0,262.6,25.0,36.0,232.8,0.0,0.1,1.0,11.0,2.0,1.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,25.0,3.0,23.0,3.0,34.9,11.0,8.0,4.0,6.0,1.0,0.0,5.0,1.0,4.0,11.0,0.0,213.0,14.0,100.0,105.0,35.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,138.0,985.0,642.0,10.0,10.0,0.0,0.0,1.0,140.0,136.0,291.4,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,71.0,True,-1.2050269504602398,-0.9456462264206322,Midfielder
Unknown,Unknown,False,Defender,Denis Suárez,2852.0,1627.0,2015.0,2795.9,28386.0,7678.0,760.0,848.0,3134.3,662.0,767.0,2962.5,167.0,308.0,1909.4,9.0,4.9,42.0,153.0,33.0,4.0,170.0,78.0,48.0,22.0,2.0,2.0,3.0,1.0,15.0,11.0,4.0,0.0,0.0,0.0,0.0,66.0,35.0,24.0,29.0,13.0,22.0,103.0,629.1,81.0,674.0,176.0,912.5,222.0,359.0,93.0,38.0,2.0,0.0,36.0,27.0,93.0,20.0,0.0,2297.0,36.0,360.0,1506.0,613.0,19.0,2111.0,39.0,66.0,1400.7,43.0,2.0,1600.0,8667.0,4561.0,232.0,88.0,4.0,40.0,28.0,1832.0,1677.0,3175.0,77.0,0.0,0.0,0.0,16.0,3.0,10.0,0.0,0.8,0.8,78.0,False,1.3278332801696675,2.08031097297888,Forward
Unknown,Unknown,False,Low Involvement,Denis Vavro,643.0,252.0,317.0,986.2,5658.0,1788.0,67.0,76.0,1000.0,134.0,145.0,999.5,49.0,92.0,621.1,0.0,0.1,1.0,23.0,1.0,0.0,16.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,6.0,0.0,3.0,7.0,200.0,4.0,54.0,14.0,262.1,25.0,28.0,1.0,4.0,1.0,0.0,3.0,13.0,21.0,37.0,0.0,391.0,36.0,206.0,198.0,24.0,3.0,381.0,1.0,2.0,50.0,1.0,0.0,225.0,1291.0,655.0,23.0,4.0,0.0,1.0,1.0,255.0,248.0,1157.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.1,0.1,71.0,True,-0.80396503818023,-0.7798403524809329,Midfielder
Unknown,Unknown,False,Midfielder,Denis Zakaria,1419.0,587.0,663.0,2096.9,10762.0,2764.0,244.0,265.0,2235.2,267.0,285.0,2182.0,67.0,90.0,1421.7,1.0,1.0,9.0,50.0,7.0,1.0,55.0,18.0,14.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,21.0,15.0,11.0,2.0,11.0,22.0,591.7,11.0,197.0,64.0,721.7,85.0,96.0,16.0,29.0,10.0,0.0,19.0,29.0,57.0,35.0,1.0,834.0,76.0,307.0,481.0,111.0,17.0,825.0,26.0,36.0,1020.0,27.0,0.0,579.0,3036.0,1660.0,61.0,14.0,2.0,16.0,15.0,619.0,568.0,2238.6,29.0,1.0,0.0,0.0,11.0,2.0,5.0,0.0,1.3,1.3,83.0,False,0.2518708459063744,-0.1344838690001205,Defender
